[21:55:21] [main/INFO]: Environment: authHost='https://authserver.mojang.com', accountsHost='https://api.mojang.com', sessionHost='https://sessionserver.mojang.com', name='PROD'
[21:55:22] [main/WARN]: Ambiguity between arguments [teleport, destination] and [teleport, targets] with inputs: [Player, 0123, @e, dd12be42-52a9-4a91-a8a1-11c01849e498]
[21:55:22] [main/WARN]: Ambiguity between arguments [teleport, location] and [teleport, destination] with inputs: [0.1 -0.5 .9, 0 0 0]
[21:55:22] [main/WARN]: Ambiguity between arguments [teleport, location] and [teleport, targets] with inputs: [0.1 -0.5 .9, 0 0 0]
[21:55:22] [main/WARN]: Ambiguity between arguments [teleport, targets] and [teleport, destination] with inputs: [Player, 0123, dd12be42-52a9-4a91-a8a1-11c01849e498]
[21:55:22] [main/WARN]: Ambiguity between arguments [teleport, targets, location] and [teleport, targets, destination] with inputs: [0.1 -0.5 .9, 0 0 0]
[21:55:22] [main/INFO]: Reloading ResourceManager: Default
[21:55:23] [Worker-Main-11/INFO]: Loaded 7 recipes
[21:55:23] [Worker-Main-11/INFO]: Loaded 927 advancements
[21:55:24] [Server thread/INFO]: Starting minecraft server version 1.16.1
[21:55:24] [Server thread/INFO]: Loading properties
[21:55:24] [Server thread/INFO]: Default game type: SURVIVAL
[21:55:24] [Server thread/INFO]: Generating keypair
[21:55:24] [Server thread/INFO]: Starting Minecraft server on *:25565
[21:55:24] [Server thread/INFO]: Using default channel type
[21:55:25] [Server thread/WARN]: **** SERVER IS RUNNING IN OFFLINE/INSECURE MODE!
[21:55:25] [Server thread/WARN]: The server will make no attempt to authenticate usernames. Beware.
[21:55:25] [Server thread/WARN]: While this makes the game possible to play without internet access, it also opens up the ability for hackers to connect with any username they choose.
[21:55:25] [Server thread/WARN]: To change this, set "online-mode" to "true" in the server.properties file.
[21:55:25] [Server thread/INFO]: Preparing level "world"
[21:55:25] [Server thread/INFO]: Preparing start region for dimension minecraft:overworld
[21:55:27] [Server thread/INFO]: Preparing spawn area: 0%
[21:55:27] [Server thread/INFO]: Preparing spawn area: 0%
[21:55:27] [Server thread/INFO]: Preparing spawn area: 0%
[21:55:27] [Server thread/INFO]: Preparing spawn area: 47%
[21:55:28] [Server thread/INFO]: Time elapsed: 2358 ms
[21:55:28] [Server thread/INFO]: Done (2.442s)! For help, type "help"
[21:57:44] [Server thread/INFO]: Gumpyuie[/26.92.159.152:53674] logged in with entity id 240 at (2233.667078068642, 75.30543845175121, -741.2099518524094)
[21:57:44] [Server thread/INFO]: Gumpyuie joined the game
[22:03:15] [Server thread/INFO]: ChessyP[/26.91.65.194:55089] logged in with entity id 2506 at (2254.109227524491, 113.0, -539.8105258296346)
[22:03:15] [Server thread/INFO]: ChessyP joined the game
[22:03:39] [Server thread/INFO]: Suzy[/26.83.160.161:55826] logged in with entity id 2920 at (841.7309807103405, 63.9375, 403.24615383389863)
[22:03:39] [Server thread/INFO]: Suzy joined the game
[22:03:58] [Server thread/WARN]: Boat (vehicle of Gumpyuie) moved wrongly! 0.3459473310449539
[22:03:58] [Server thread/WARN]: Boat (vehicle of Gumpyuie) moved wrongly! 0.352360215236331
[22:03:58] [Server thread/WARN]: Boat (vehicle of Gumpyuie) moved wrongly! 0.46469873206115153
[22:03:58] [Server thread/WARN]: Boat (vehicle of Gumpyuie) moved wrongly! 0.34657402463471954
[22:04:16] [Server thread/INFO]: Suzy lost connection: Timed out
[22:04:16] [Server thread/INFO]: Suzy left the game
[22:04:31] [Server thread/INFO]: Suzy[/26.83.160.161:56525] logged in with entity id 3685 at (827.3181088761005, 63.0, 406.54801086806503)
[22:04:31] [Server thread/INFO]: Suzy joined the game
[22:04:33] [Server thread/INFO]: [Gumpyuie: Teleported Gumpyuie to ChessyP]
[22:04:47] [Server thread/INFO]: <Suzy> hi
[22:04:57] [Server thread/INFO]: <Suzy> y
[22:05:00] [Server thread/INFO]: Suzy lost connection: Disconnected
[22:05:00] [Server thread/INFO]: Suzy left the game
[22:05:34] [Server thread/INFO]: [Gumpyuie: Teleported ChessyP to Gumpyuie]
[22:05:41] [Server thread/INFO]: [Gumpyuie: Set the time to 1000]
[22:07:26] [Server thread/INFO]: yuthhh[/26.84.231.209:59213] logged in with entity id 4952 at (865.7074236075235, 65.0, 312.7756807786598)
[22:07:26] [Server thread/INFO]: yuthhh joined the game
[22:07:40] [Server thread/INFO]: <yuthhh> SGAT MES TODAY
[22:07:56] [Server thread/INFO]: [Gumpyuie: Teleported ChessyP to Gumpyuie]
[22:08:18] [Server thread/INFO]: [Gumpyuie: Teleported ChessyP to Gumpyuie]
[22:08:29] [Server thread/INFO]: ChessyP lost connection: Timed out
[22:08:29] [Server thread/INFO]: ChessyP left the game
[22:08:36] [Server thread/INFO]: ChessyP[/26.91.65.194:55209] logged in with entity id 6126 at (2360.25002482707, 62.073672389568756, -654.4609327263582)
[22:08:36] [Server thread/INFO]: ChessyP joined the game
[22:08:38] [Server thread/WARN]: Fetching packet for removed entity bbg['Air'/6127, l='ServerLevel[world]', x=883.36, y=64.00, z=335.63]
[22:08:41] [Server thread/INFO]: <Gumpyuie> ot dg dae
[22:08:45] [Server thread/INFO]: <Gumpyuie> tic tt ban ke lg mer tv
[22:08:59] [Server thread/INFO]: <yuthhh> pouk nus build castle ors kalang ors ai
[22:09:04] [Server thread/INFO]: <yuthhh> build tang prerk
[22:10:07] [Server thread/INFO]: ChessyP lost connection: Disconnected
[22:10:07] [Server thread/INFO]: ChessyP left the game
[22:10:18] [Server thread/INFO]: ChessyP[/26.91.65.194:55217] logged in with entity id 7506 at (2803.3287529585646, 62.52326529537771, -718.6427913327396)
[22:10:18] [Server thread/INFO]: ChessyP joined the game
[22:10:31] [Server thread/INFO]: [Gumpyuie: Teleported ChessyP to Gumpyuie]
[22:12:03] [Server thread/WARN]: Boat (vehicle of ChessyP) moved too quickly! -10.058162795311546,0.0,1.4902280470523692
[22:12:03] [Server thread/WARN]: Boat (vehicle of ChessyP) moved too quickly! -10.438585322955987,0.0,1.6039565665146256
[22:12:03] [Server thread/WARN]: Boat (vehicle of ChessyP) moved too quickly! -10.818363412993676,0.0,1.7205038737226914
[22:12:03] [Server thread/WARN]: Boat (vehicle of ChessyP) moved too quickly! -11.19752327654669,0.0,1.8396884323917675
[22:12:03] [Server thread/WARN]: Boat (vehicle of ChessyP) moved too quickly! -11.576092374200016,0.0,1.9613360202060903
[22:12:03] [Server thread/WARN]: Boat (vehicle of ChessyP) moved too quickly! -11.954097979754806,0.0,2.08528260536616
[22:12:03] [Server thread/WARN]: Boat (vehicle of ChessyP) moved too quickly! -12.33156864059265,0.0,2.211369770815395
[22:12:03] [Server thread/WARN]: Boat (vehicle of ChessyP) moved too quickly! -12.708531308504917,0.0,2.339451317430644
[22:12:03] [Server thread/WARN]: Boat (vehicle of ChessyP) moved too quickly! -13.085014337922075,0.0,2.469384913885392
[22:12:03] [Server thread/WARN]: Boat (vehicle of ChessyP) moved too quickly! -13.461044574034077,0.0,2.601038861496022
[22:12:03] [Server thread/WARN]: Boat (vehicle of ChessyP) moved too quickly! -13.836647514890956,0.0,2.7342910365454145
[22:12:03] [Server thread/WARN]: Boat (vehicle of ChessyP) moved too quickly! -14.211848876627755,0.0,2.869024376996208
[22:12:03] [Server thread/WARN]: Boat (vehicle of ChessyP) moved too quickly! -14.586408500246762,0.0,3.0057757642712204
[22:12:03] [Server thread/WARN]: Boat (vehicle of ChessyP) moved too quickly! -14.95984044595707,0.0,3.1455928252722742
[22:12:03] [Server thread/WARN]: Boat (vehicle of ChessyP) moved too quickly! -15.331726866127156,0.0,3.2892754782782276
[22:12:03] [Server thread/WARN]: Boat (vehicle of ChessyP) moved too quickly! -15.701715938363122,0.0,3.437418668093983
[22:12:03] [Server thread/WARN]: Boat (vehicle of ChessyP) moved too quickly! -16.06951902180026,0.0,3.5904467773621036
[22:12:03] [Server thread/WARN]: Boat (vehicle of ChessyP) moved too quickly! -16.434906011604653,0.0,3.7486440044214078
[22:12:03] [Server thread/WARN]: Boat (vehicle of ChessyP) moved too quickly! -16.79769941086306,0.0,3.912181114782811
[22:12:03] [Server thread/WARN]: Boat (vehicle of ChessyP) moved too quickly! -17.15776960995572,0.0,4.081135702759752
[22:12:03] [Server thread/WARN]: Boat (vehicle of ChessyP) moved too quickly! -17.51502750874988,0.0,4.2555132041389925
[22:12:03] [Server thread/WARN]: Boat (vehicle of ChessyP) moved too quickly! -17.869816262843415,0.0,4.434678947702196
[22:12:03] [Server thread/WARN]: Boat (vehicle of ChessyP) moved too quickly! -18.222819368436376,0.0,4.617486540820664
[22:12:03] [Server thread/WARN]: Boat (vehicle of ChessyP) moved too quickly! -18.574958783276088,0.0,4.802363273301012
[22:12:03] [Server thread/WARN]: Boat (vehicle of ChessyP) moved too quickly! -18.926951061466752,0.0,4.987995987577051
[22:12:03] [Server thread/WARN]: Boat (vehicle of ChessyP) moved too quickly! -19.27934807746078,0.0,5.173296082161642
[22:12:03] [Server thread/WARN]: Boat (vehicle of ChessyP) moved too quickly! -19.632569296709335,0.0,5.357369173318602
[22:12:03] [Server thread/WARN]: Boat (vehicle of ChessyP) moved too quickly! -19.98692401314247,0.0,5.539496643721691
[22:12:03] [Server thread/WARN]: Boat (vehicle of ChessyP) moved too quickly! -20.34263494662855,0.0,5.719107573528959
[22:12:03] [Server thread/WARN]: Boat (vehicle of ChessyP) moved too quickly! -20.69985491348143,0.0,5.895759525428161
[22:12:03] [Server thread/WARN]: Boat (vehicle of ChessyP) moved too quickly! -21.058682239700374,0.0,6.069117030424195
[22:12:03] [Server thread/WARN]: Boat (vehicle of ChessyP) moved too quickly! -21.419170911317906,0.0,6.2389388393013405
[22:12:03] [Server thread/WARN]: Boat (vehicle of ChessyP) moved too quickly! -21.781340454772362,0.0,6.405062513170151
[22:12:03] [Server thread/WARN]: Boat (vehicle of ChessyP) moved too quickly! -22.14518418849275,0.0,6.567390229928378
[22:12:03] [Server thread/WARN]: Boat (vehicle of ChessyP) moved too quickly! -22.51067488353692,0.0,6.725879400090662
[22:12:03] [Server thread/WARN]: Boat (vehicle of ChessyP) moved too quickly! -22.877769530341084,0.0,6.880534063641903
[22:12:03] [Server thread/WARN]: Boat (vehicle of ChessyP) moved too quickly! -23.24641445953239,0.0,7.031393346477557
